Date,^GSPC,^DJI,^TNX,^IXIC,^RUT
2024-03-07,5157.35986328125,38791.3515625,4.0920000076293945,16273.3798828125,2084.739990234375
2024-03-08,5123.68994140625,38722.69140625,4.089000225067139,16085.1103515625,2082.7099609375
2024-03-11,5117.93994140625,38769.66015625,4.104000091552734,16019.26953125,2065.8798828125
2024-03-12,5175.27001953125,39005.48828125,4.15500020980835,16265.6396484375,2065.47998046875
2024-03-13,5165.31005859375,39043.3203125,4.191999912261963,16177.76953125,2071.7099609375
2024-03-14,5150.47998046875,38905.66015625,4.297999858856201,16128.5302734375,2031.1800537109375
2024-03-15,5117.08984375,38714.76953125,4.303999900817871,15973.169921875,2039.3199462890625
2024-03-18,5149.419921875,38790.4296875,4.340000152587891,16103.4501953125,2024.739990234375
2024-03-19,5178.509765625,39110.76171875,4.296999931335449,16166.7900390625,2035.7099609375
2024-03-20,5224.6201171875,39512.12890625,4.2729997634887695,16369.41015625,2074.8798828125
2024-03-21,5241.52978515625,39781.37109375,4.270999908447266,16401.83984375,2098.56005859375
2024-03-22,5234.18017578125,39475.8984375,4.2179999351501465,16428.8203125,2072.0
2024-03-25,5218.18994140625,39313.640625,4.252999782562256,16384.470703125,2074.159912109375
2024-03-26,5203.580078125,39282.328125,4.234000205993652,16315.7001953125,2070.159912109375
2024-03-27,5248.490234375,39760.078125,4.196000099182129,16399.51953125,2114.35009765625
2024-03-28,5254.35009765625,39807.37109375,4.205999851226807,16379.4599609375,2124.550048828125
2024-04-01,5243.77001953125,39566.8515625,4.328999996185303,16396.830078125,2102.840087890625
2024-04-02,5205.81005859375,39170.23828125,4.364999771118164,16240.4501953125,2065.0400390625
